id,circonscription,numPanneau,nom,prenom,civilite,codeNuance,libelleNuance,names_ok,sortant
1554,033-01,4,CHARTIER GRIMAUD,Claire,Mme,DXG,Divers extrême gauche,Chartier Grimaud,non
1555,033-01,5,CAZENAVE,Thomas,M.,ENS,Ensemble ! (Majorité présidentielle),Cazenave,non
1556,033-01,6,PALUTEAU,Bruno,M.,RN,Rassemblement National,Paluteau,non
1557,033-01,7,GRATTEPANCHE,Jean-Louis,M.,REC,Reconquête !,Grattepanche,non
1558,033-01,8,THOMAS,Damien,M.,DVG,Divers gauche,Thomas,non
1559,033-01,9,VISAGE,Kylian,M.,DIV,Divers,Visage,non
1560,033-01,10,SABOULARD,Medhi,M.,DVG,Divers gauche,Saboulard,non
1561,033-01,11,BLANCHARD,Laurent,M.,ECO,Ecologistes,Blanchard,non
1562,033-01,12,NJIKAM,Pierre De Gaetan,M.,LR,Les Républicains,Njikam,non
1563,033-01,13,QUANDALLE,Fanny,Mme,DXG,Divers extrême gauche,Quandalle,non
1564,033-01,14,CESTARI,Catherine,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Cestari,non
1565,033-01,15,ROCHE,Jean-Pierre,M.,DIV,Divers,Roche,non
1566,033-02,1,DUPONT,Guy,M.,DXG,Divers extrême gauche,Dupont,non
1567,033-02,2,BELMONDO,Bruna,Mme,DVD,Divers droite,Belmondo,non
1568,033-02,3,LAMBERT,Maxime,M.,ECO,Ecologistes,Lambert,non
1569,033-02,4,FABRE,Catherine,Mme,ENS,Ensemble ! (Majorité présidentielle),Fabre,oui
1570,033-02,5,CUNY,Emmanuelle,Mme,LR,Les Républicains,Cuny,non
1571,033-02,6,MILLAC,Mikaël,M.,DVD,Divers droite,Millac,non
1572,033-02,7,MAGNE,Didier,M.,DIV,Divers,Magne,non
1573,033-02,8,LAURENT,Honorine,Mme,ECO,Ecologistes,Laurent,non
1574,033-02,9,THIERRY,Nicolas,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Thierry,non
1575,033-02,10,LE CAMUS,Pierre,M.,RN,Rassemblement National,Le Camus,non
1576,033-02,11,TOURNAY,Virginie,Mme,REC,Reconquête !,Tournay,non
1577,033-03,1,DAYAN,Asia,Mme,UDI,Union des Démocrates et des Indépendants,Dayan,non
1578,033-03,2,BOUTOT,Yannick,M.,RDG,Parti radical de gauche,Boutot,non
1579,033-03,3,SAVINO,Flora,Mme,DIV,Divers,Savino,non
1580,033-03,4,MARHADOUR,Éric,M.,DXG,Divers extrême gauche,Marhadour,non
1581,033-03,5,PRUD'HOMME,Loïc,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Prud'homme,oui
1582,033-03,6,MATHO,Morgan,Mme,DIV,Parti Pirate,Matho,non
1583,033-03,7,ROBERT,Fabien,M.,ENS,Ensemble ! (Majorité présidentielle),Robert,non
1584,033-03,8,MARC,Laurent,M.,DIV,Divers,Marc,non
1585,033-03,9,DOUMENGE,Cyrille,M.,REC,Reconquête !,Doumenge,non
1586,033-03,10,BASTERES,Maryvonne,Mme,RN,Rassemblement National,Basteres,non
1587,033-03,11,DAUREL,François,M.,DXG,Divers extrême gauche,Daurel,non
1588,033-03,12,VAY,Thierry,M.,ECO,Ecologistes,Vay,non
1589,033-04,1,FILLANG,Jean Patrice,M.,DVD,Divers droite,Fillang,non
1590,033-04,2,MATHIEU,Marie-Mauricette Simone,Mme,DSV,Droite souverainiste,Mathieu,non
1591,033-04,3,GAILLARD,Christine,Mme,DVD,Divers droite,Gaillard,non
1592,033-04,4,DESTANDAU,Ambre,Mme,ECO,Ecologistes,Destandau,non
1593,033-04,5,DAVID,Alain,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,David,oui
1594,033-04,6,KARACA,Melissa,Mme,ENS,Ensemble ! (Majorité présidentielle),Karaca,non
1595,033-04,7,CASANOVA,Monica,Mme,DXG,Divers extrême gauche,Casanova,non
1596,033-04,8,BRIVARY,Anne-Isabelle,Mme,DXG,Divers extrême gauche,Brivary,non
1597,033-04,9,GARNIER,Philippe,M.,REC,Reconquête !,Garnier,non
1598,033-04,10,RECHAGNEUX,Julie,Mme,RN,Rassemblement National,Rechagneux,non
1599,033-04,11,BERNAUD,Kevin,M.,DVD,Divers droite,Bernaud,non
1600,033-05,1,FAGEGALTIER,Thierry,M.,DXG,Divers extrême gauche,Fagegaltier,non
1601,033-05,2,BASTIEN,Virginie,Mme,ECO,Ecologistes,Bastien,non
1602,033-05,3,MANEIRO,Olivier,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Maneiro,non
1603,033-05,4,MAURY,Roxane,Mme,REC,Reconquête !,Maury,non
1604,033-05,5,NOUETTE GAULAIN,Karine,Mme,ENS,Ensemble ! (Majorité présidentielle),Nouette Gaulain,non
1605,033-05,6,CHAINE-RIBEIRO,Viviane,Mme,LR,Les Républicains,Chaine-Ribeiro,non
1606,033-05,7,GHIBAUDO,Maryse,Mme,DSV,Droite souverainiste,Ghibaudo,non
1607,033-05,8,SIMIAN,Benoît,M.,DVC,Divers centre,Simian,oui
1608,033-05,9,DE FOURNAS,Grégoire,M.,RN,Rassemblement National,De Fournas,non
1609,033-05,10,SENCE,Stéphane,M.,DVD,Divers droite,Sence,non
1610,033-05,11,OPIFEX,Vincent,M.,DIV,Divers,Opifex,non
1611,033-06,1,PERCHET,Guillaume,M.,DXG,Divers extrême gauche,Perchet,non
1612,033-06,2,PARIS,Jérôme,M.,REC,Reconquête !,Paris,non
1613,033-06,3,BONHOMME,Franck,M.,DVD,Divers droite,Bonhomme,non
1614,033-06,4,FERGEAU-RENAUX,Vanessa,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Fergeau-Renaux,non
1615,033-06,5,MORISSET,Marc,M.,DVG,Divers gauche,Morisset,non
1616,033-06,6,MVONDO,Esther,Mme,ECO,Ecologistes,Mvondo,non
1617,033-06,7,FLORIT,Jonathan,M.,DSV,Droite souverainiste,Florit,non
1618,033-06,8,DE PINA,Jean-Christophe,M.,DIV,Divers,De Pina,non
1619,033-06,9,ALVES,Alain,M.,DSV,Droite souverainiste,Alves,non
1620,033-06,10,CANOVAS,Raphael,M.,DIV,Divers,Canovas,non
1621,033-06,11,PLOUVIER,Stephanie,Mme,ECO,Ecologistes,Plouvier,non
1622,033-06,12,BOURLIEUX,Jimmy,M.,RN,Rassemblement National,Bourlieux,non
1623,033-06,13,POULLIAT,Eric,M.,ENS,Ensemble ! (Majorité présidentielle),Poulliat,oui
1624,033-06,14,DOVICHI,Thomas,M.,LR,Les Républicains,Dovichi,non
1625,033-07,1,FOURNIER,Vincent,M.,DSV,Droite souverainiste,Fournier,non
1626,033-07,2,MINGAM,John,M.,DIV,Divers,Mingam,non
1627,033-07,3,FERRAN,Jean-Renaud,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Ferran,non
1628,033-07,4,RAUTUREAU,Benoît,M.,LR,Les Républicains,Rautureau,non
1629,033-07,5,LEGENDRE,Audrey,Mme,ECO,Ecologistes,Legendre,non
1630,033-07,6,BONNET,Dany,M.,REC,Reconquête !,Bonnet,non
1631,033-07,7,COUILLARD,Bérangère,Mme,ENS,Ensemble ! (Majorité présidentielle),Couillard,oui
1632,033-07,8,BONNET,Rozenn,Mme,DVG,Divers gauche,Bonnet,non
1633,033-07,9,FRANCHISET,Anne-Marie,Mme,ECO,Ecologistes,Franchiset,non
1634,033-07,10,ERB,Francine,Mme,RN,Rassemblement National,Erb,non
1635,033-07,11,ORATTO,Monique,Mme,DXG,Divers extrême gauche,Oratto,non
1636,033-08,1,MORIN,Marc,M.,LR,Les Républicains,Morin,non
1637,033-08,2,COSTE,Rémy,M.,DXG,Divers extrême gauche,Coste,non
1638,033-08,3,ISNARD,Alexane,Mme,REC,Reconquête !,Isnard,non
1639,033-08,4,BRUSTLÉ SANTINI,Hans,M.,ECO,Ecologistes,Brustlé Santini,non
1640,033-08,5,PANONACLE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),Panonacle,oui
1641,033-08,6,RICHON,Eric,M.,DIV,Divers,Richon,non
1642,033-08,7,PORTELAS LEPELLETIER,Christele,Mme,DVD,Divers droite,Portelas Lepelletier,non
1643,033-08,8,ROCCHI,Véronique,Mme,DIV,Divers,Rocchi,non
1644,033-08,9,CHAUTEAU,Alain,M.,DVG,Divers gauche,Chauteau,non
1645,033-08,10,FAURE,Marylène,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Faure,non
1646,033-08,11,RIVAULT,Lydie,Mme,DSV,Droite souverainiste,Rivault,non
1647,033-08,12,LAMARA,Laurent,M.,RN,Rassemblement National,Lamara,non
1648,033-09,1,ANDRÉ,Sacha,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,André,non
1649,033-09,2,DETRIEUX,Serge,M.,RDG,Parti radical de gauche,Detrieux,non
1650,033-09,3,DELCAMP,Jean-Philippe,M.,DXG,Divers extrême gauche,Delcamp,non
1651,033-09,4,METTE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),Mette,oui
1652,033-09,5,OBRADOR,Damien,M.,RN,Rassemblement National,Obrador,non
1653,033-09,6,VILTET,Valérie,Mme,ECO,Ecologistes,Viltet,non
1654,033-09,7,BESSET,Guillaume,M.,DIV,Divers,Besset,non
1655,033-09,8,GELLÉ,Milène,Mme,DSV,Droite souverainiste,Gellé,non
1656,033-09,9,CARDOIT,René,M.,LR,Les Républicains,Cardoit,non
1657,033-09,10,MANTEL,Sylvie,Mme,REC,Reconquête !,Mantel,non
1658,033-09,11,LALOUBÈRE,Jean-Claude,M.,DIV,Divers,Laloubère,non
1659,033-09,12,CRUSE,Armelle,Mme,DVD,Divers droite,Cruse,non
1660,033-09,13,BOGO,Maëva,Mme,DSV,Droite souverainiste,Bogo,non
1661,033-10,1,CHADOURNE,Sandrine,Mme,RN,Rassemblement National,Chadourne,non
1662,033-10,2,BOUDIÉ,Florent,M.,ENS,Ensemble ! (Majorité présidentielle),Boudié,oui
1663,033-10,3,BOURGOIS,Pascal,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Bourgois,non
1664,033-10,4,FLEURY,Catherine,Mme,DSV,Droite souverainiste,Fleury,non
1665,033-10,5,PLANTON,Veronique Raymond,Mme,RDG,Parti radical de gauche,Planton,non
1666,033-10,6,BERNARD,Muriel,Mme,DVG,Divers gauche,Bernard,non
1667,033-10,7,MALHERBE,Gonzague,M.,REC,Reconquête !,Malherbe,non
1668,033-10,8,GUILBERT,Amélie,Mme,ECO,Ecologistes,Guilbert,non
1669,033-10,9,HALBIN,Hélène,Mme,DXG,Divers extrême gauche,Halbin,non
1670,033-10,10,DEJONG-PAUSS,Angélique,Mme,DIV,Divers,Dejong-Pauss,non
1671,033-11,1,CAILLAUD,Mathieu,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Caillaud,non
1672,033-11,2,AHMIMOU,Zina,Mme,DXG,Divers extrême gauche,Ahmimou,non
1673,033-11,3,GOGUET,Caroline,Mme,ECO,Ecologistes,Goguet,non
1674,033-11,4,CHALOPIN,Caroline,Mme,REC,Reconquête !,Chalopin,non
1675,033-11,5,NOURY,Bastien,M.,RDG,Parti radical de gauche,Noury,non
1676,033-11,6,PUYJALON,Eddie,M.,DVD,Divers droite,Puyjalon,non
1677,033-11,7,GRANGÉ,Bruno,M.,DSV,Droite souverainiste,Grangé,non
1678,033-11,8,BLATTER,Regine,Mme,ECO,Ecologistes,Blatter,non
1679,033-11,9,DIAZ,Edwige,Mme,RN,Rassemblement National,Diaz,non
1680,033-11,10,RENY,Charles,M.,DVG,Divers gauche,Reny,non
1681,033-11,11,PICARD,Cécile,Mme,LR,Les Républicains,Picard,non
1682,033-11,12,HAMMERER,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle),Hammerer,oui
1683,033-12,1,MARTY,Bruno,M.,DVG,Divers gauche,Marty,non
1684,033-12,2,MERCIER,Bastien,M.,LR,Les Républicains,Mercier,non
1685,033-12,3,LAVERGNE,Pascal,M.,ENS,Ensemble ! (Majorité présidentielle),Lavergne,non
1686,033-12,4,JACQUEMIN,Hager,Mme,RN,Rassemblement National,Jacquemin,non
1687,033-12,5,D'AMECOURT,Yves,M.,DVD,Divers droite,D'amecourt,non
1688,033-12,6,LAVIN,Richard,M.,DXG,Divers extrême gauche,Lavin,non
1689,033-12,7,MARQUES,François-Xavier,M.,REC,Reconquête !,Marques,non
1690,033-12,8,SILVERIO,Véronique,Mme,ECO,Ecologistes,Silverio,non
1691,033-12,9,FELD,Mathilde,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Feld,non
1692,033-12,10,JACQUELIN,Yunyue,Mme,DSV,Droite souverainiste,Jacquelin,non
1693,034-01,1,RIVET-MARTEL,Vincent,M.,ECO,Ecologistes,Rivet-Martel,non
1694,034-01,2,ALZINGRE,Victor,M.,DSV,Droite souverainiste,Alzingre,non
1695,034-01,3,ROUSSEL,Eva,Mme,REG,Régionaliste,Roussel,non
1696,034-01,4,MOXIN,Michel,M.,DVD,Divers droite,Moxin,non
1697,034-01,5,TROUSSELIER,Sylvie,Mme,DXG,Divers extrême gauche,Trousselier,non
1698,034-01,6,LACHIVER,Morgane,Mme,DXG,Divers extrême gauche,Lachiver,non
1699,034-01,7,CHAVEROCHE,Eric,M.,LR,Les Républicains,Chaveroche,non
1700,034-01,8,DEPRET,Florian,M.,RDG,Parti radical de gauche,Depret,non
1701,034-01,9,COLET,Julien,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Colet,non
1702,034-01,10,LEBOON,Hugo,M.,DIV,Divers,Leboon,non
1703,034-01,11,MIRALLES,Patricia,Mme,ENS,Ensemble ! (Majorité présidentielle),Miralles,oui
1704,034-01,12,JAMET,France,Mme,RN,Rassemblement National,Jamet,non
1705,034-01,13,COURNET,Jean-Philippe,M.,ECO,Ecologistes,Cournet,non
1706,034-01,14,MEDINA,Florence,Mme,REC,Reconquête !,Medina,non
1707,034-01,15,BOCCADIFUOCO,Patrice,M.,DVD,Divers droite,Boccadifuoco,non
1708,034-02,1,BENALI,Mahfoud,M.,DVC,Divers centre,Benali,non
1709,034-02,2,OZIOL,Nathalie,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Oziol,non
1710,034-02,3,ZBAIRI,Kadija,Mme,ECO,Ecologistes,Zbairi,non
1711,034-02,4,ROQUE,Manuel,M.,DVG,Divers gauche,Roque,non
1712,034-02,5,MICHEL,Didier,M.,DXG,Divers extrême gauche,Michel,non
1713,034-02,6,BELLAREDJ,Fatima,Mme,RDG,Parti radical de gauche,Bellaredj,non
1714,034-02,7,RESSIGUIER,Muriel,Mme,DVG,Divers gauche,Ressiguier,oui
1715,034-02,8,DALMAU,Flavio,M.,DVC,Divers centre,Dalmau,non
1716,034-02,9,OLHASQUE,William,M.,DIV,Parti Pirate,Olhasque,non
1717,034-02,10,BRIOT,Valérie,Mme,UDI,Union des Démocrates et des Indépendants,Briot,non
1718,034-02,11,MANGANO,Flavia,Mme,RN,Rassemblement National,Mangano,non
1719,034-02,12,ASSIÉ,Frédéric,M.,DVG,Divers gauche,Assié,non
1720,034-02,13,BRISSAUD,Anne,Mme,DVC,Divers centre,Brissaud,non
1721,034-02,14,YAGUE,Annie,Mme,ENS,Ensemble ! (Majorité présidentielle),Yague,non
1722,034-02,15,DEFRETIN,Sophie,Mme,REC,Reconquête !,Defretin,non
1723,034-02,16,LECHAT,Philippe,M.,ECO,Ecologistes,Lechat,non
1724,034-03,1,BERGEON,Jean Luc,M.,RDG,Parti radical de gauche,Bergeon,non
1725,034-03,2,CARABASSE,Denis,M.,ECO,Ecologistes,Carabasse,non
1726,034-03,3,LAURON,Nicolas,M.,REC,Reconquête !,Lauron,non
1727,034-03,4,MIGNACCA,Julia,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Mignacca,non
1728,034-03,5,GACHON,Serge,M.,DXG,Divers extrême gauche,Gachon,non
1729,034-03,6,CRISTOL,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle),Cristol,non
1730,034-03,7,BERTHET,Alain,M.,LR,Les Républicains,Berthet,non
1731,034-03,8,SAUREL,Philippe,M.,DVG,Divers gauche,Saurel,non
1732,034-03,9,MAUREL,Johana,Mme,RN,Rassemblement National,Maurel,non
1733,034-03,10,BOUDAUD-ANDUAGA,Alexis,M.,ECO,Ecologistes,Boudaud-Anduaga,non
1734,034-03,11,COMBET,Laurian,M.,DIV,Divers,Combet,non
1735,034-04,1,LE ROMAIN,Pierre,M.,DIV,Divers,Le Romain,non
1736,034-04,2,ARGUEL,Alexandre,M.,REC,Reconquête !,Arguel,non
1737,034-04,3,LARUE,Florence,Mme,DXG,Divers extrême gauche,Larue,non
1738,034-04,4,DUCAMP,Roger,M.,DSV,Droite souverainiste,Ducamp,non
1739,034-04,5,CASSARINI,Stéphane,M.,ECO,Ecologistes,Cassarini,non
1740,034-04,6,FLEURY,Jean-Noël,M.,DVD,Divers droite,Fleury,non
1741,034-04,7,PÉRÉA,Julie,Mme,DSV,Droite souverainiste,Péréa,non
1742,034-04,8,GARCIA,Michel,M.,DVD,Divers droite,Garcia,non
1743,034-04,9,ELIAOU,Jean-François,M.,ENS,Ensemble ! (Majorité présidentielle),Eliaou,oui
1744,034-04,10,ROME,Sébastien,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Rome,non
1745,034-04,11,PUGENS,Jean-Pierre,M.,RDG,Parti radical de gauche,Pugens,non
1746,034-04,12,BASTIDE D'IZARD,Pierre,M.,DVD,Divers droite,Bastide D'izard,non
1747,034-04,13,FRANCIS,Joseph,M.,UDI,Union des Démocrates et des Indépendants,Francis,non
1748,034-04,14,GIAI GIANETTO,Sébastien,M.,ECO,Ecologistes,Giai Gianetto,non
1749,034-04,15,BOUQUIN,Manon,Mme,RN,Rassemblement National,Bouquin,non
1750,034-05,1,MARQUET,Régine,Mme,DSV,Droite souverainiste,Marquet,non
1751,034-05,2,POLARD,Pierre,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Polard,non
1752,034-05,3,BEDU,Marie,Mme,ECO,Ecologistes,Bedu,non
1753,034-05,4,ROUANET,William,M.,ECO,Ecologistes,Rouanet,non
1754,034-05,5,CHESNARD,Véronique,Mme,DXG,Divers extrême gauche,Chesnard,non
1755,034-05,6,MANENC,Aurélien,M.,RDG,Parti radical de gauche,Manenc,non
1756,034-05,7,HUPPÉ,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),Huppé,oui
1757,034-05,8,VIALA,Céline,Mme,ECO,Ecologistes,Viala,non
1758,034-05,9,VINUESA,Richard,M.,REC,Reconquête !,Vinuesa,non
1759,034-05,10,MARCHAND,Lewis,M.,LR,Les Républicains,Marchand,non
1760,034-05,11,GALZY,Stéphanie,Mme,RN,Rassemblement National,Galzy,non
1761,034-05,12,SALVAING,Charles,M.,DVD,Divers droite,Salvaing,non
1762,034-06,1,TAILLADE,Florence,Mme,LR,Les Républicains,Taillade,non
1763,034-06,2,NOEL,Isabelle,Mme,DSV,Droite souverainiste,Noel,non
1764,034-06,3,FERRAND,Sylvie,Mme,ECO,Ecologistes,Ferrand,non
1765,034-06,4,BERNARDI,Samantha,Mme,ECO,Ecologistes,Bernardi,non
1766,034-06,5,TASTAVY,Mathilde,Mme,ENS,Ensemble ! (Majorité présidentielle),Tastavy,non
1767,034-06,6,CROZIER-DANIEL,Magali,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Crozier-Daniel,non
1768,034-06,7,BRUTUS,Florence,Mme,RDG,Parti radical de gauche,Brutus,non
1769,034-06,8,GILHODES,Laurent,M.,DXG,Divers extrême gauche,Gilhodes,non
1770,034-06,9,KARGES,Stéphane,M.,DIV,Parti Pirate,Karges,non
1771,034-06,10,FABRE-LUCE,Henri,M.,REC,Reconquête !,Fabre-Luce,non
1772,034-06,11,ESSOMBA,Oscar,M.,LR,Les Républicains,Essomba,non
1773,034-06,12,ROSSARD,Solène,Mme,ECO,Ecologistes,Rossard,non
1774,034-06,13,MÉNARD,Emmanuelle,Mme,DVD,Divers droite,Ménard,oui
1775,034-07,1,GARCIN-SAUDO,Julie,Mme,RDG,Parti radical de gauche,Garcin-Saudo,non
1776,034-07,2,LOPEZ LIGUORI,Aurélien,M.,RN,Rassemblement National,Lopez Liguori,non
1777,034-07,3,RICHAUD,Magali,Mme,ECO,Ecologistes,Richaud,non
1778,034-07,4,MICHEL,Yves,M.,DVD,Divers droite,Michel,non
1779,034-07,5,GONZALES,Jacqueline,Mme,DXG,Divers extrême gauche,Gonzales,non
1780,034-07,6,BLASCO,Gabriel,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Blasco,non
1781,034-07,7,PILAUDEAU,Daniel,M.,DXG,Divers extrême gauche,Pilaudeau,non
1782,034-07,8,SULTANI,Guillaume,M.,ECO,Ecologistes,Sultani,non
1783,034-07,9,CAVAILLÉ,Audrey,Mme,REC,Reconquête !,Cavaillé,non
1784,034-07,10,GALLERAND,Georges,M.,DSV,Droite souverainiste,Gallerand,non
1785,034-07,11,EUZET,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle),Euzet,oui
1786,034-08,1,LEFEUVRE-ROUMANOS,Nathalie,Mme,LR,Les Républicains,Lefeuvre-Roumanos,non
1787,034-08,2,ROGER,Jean-Baptiste,M.,ECO,Ecologistes,Roger,non
1788,034-08,3,BRITTO,Marie-France,Mme,DVD,Divers droite,Britto,non
1789,034-08,4,VIALLARD,Colette,Mme,DSV,Droite souverainiste,Viallard,non
1790,034-08,5,DELAPIERRE,Cédric,M.,RN,Rassemblement National,Delapierre,non
1791,034-08,6,CESARI,Elsa,Mme,ECO,Ecologistes,Cesari,non
1792,034-08,7,CARRIERE,Sylvain,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Carriere,non
1793,034-08,8,AUDRIN,Jean-François,M.,ENS,Ensemble ! (Majorité présidentielle),Audrin,non
1794,034-08,9,SYLVESTRE,Franck,M.,REC,Reconquête !,Sylvestre,non
1795,034-08,10,ANDRIEU,Olivier,M.,DVG,Divers gauche,Andrieu,non
1796,034-08,11,THIRY,Stanislas,M.,DVC,Divers centre,Thiry,non
1797,034-08,12,GARNIER,Thomas,M.,DXG,Divers extrême gauche,Garnier,non
1798,034-09,1,MOUKRIM,Jamila,Mme,DSV,Droite souverainiste,Moukrim,non
1799,034-09,2,BOUISSET,Maya,Mme,REC,Reconquête !,Bouisset,non
1800,034-09,3,BORT,Frédéric,M.,RN,Rassemblement National,Bort,non
1801,034-09,4,VIGNAL,Patrick,M.,ENS,Ensemble ! (Majorité présidentielle),Vignal,oui
1802,034-09,5,BOUSCARAIN,Jean-François,M.,LR,Les Républicains,Bouscarain,non
1803,034-09,6,CHAYNES,Maurice,M.,DXG,Divers extrême gauche,Chaynes,non
1804,034-09,7,BAGUET,Brigitte,Mme,ECO,Ecologistes,Baguet,non
1805,034-09,8,LOTTA,Matilda,Mme,ECO,Ecologistes,Lotta,non
1806,034-09,9,GARNIER,Valérie,Mme,ECO,Ecologistes,Garnier,non
1807,034-09,10,BELAOUNI,Nadia,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Belaouni,non
1808,035-01,1,GAUMONT,Martin,M.,DIV,Divers,Gaumont,non
1809,035-01,2,SIEGWARD,Laurent,M.,REC,Reconquête !,Siegward,non
1810,035-01,3,BAJJOUJ,Khalid,M.,DIV,Divers,Bajjouj,non
1811,035-01,4,LE MOING,Yannick,M.,ECO,Ecologistes,Le Moing,non
1812,035-01,5,GIRARD,Sébastien,M.,REG,Régionaliste,Girard,non
1813,035-01,6,SAOUD,Hind,Mme,ENS,Ensemble ! (Majorité présidentielle),Saoud,non
1814,035-01,7,BOURIEL,Gwenola,Mme,ECO,Ecologistes,Bouriel,non
1815,035-01,8,BARGUIL,Jean-Bruno,M.,DVC,Divers centre,Barguil,non
1816,035-01,9,ROULEAU,Gautier,M.,DSV,Droite souverainiste,Rouleau,non
1817,035-01,10,DESPREZ,Nadine,Mme,RN,Rassemblement National,Desprez,non
1818,035-01,11,PRIET,Laurent,M.,DXG,Divers extrême gauche,Priet,non
1819,035-01,12,HAMON,Valérie,Mme,DXG,Divers extrême gauche,Hamon,non
1820,035-01,13,MONNIER,Jean-François,M.,REG,Régionaliste,Monnier,non
1821,035-01,14,MATHIEU,Frédéric,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Mathieu,non
1822,035-02,1,LAHOGUE,Mathilde,Mme,REG,Régionaliste,Lahogue,non
1823,035-02,2,MAILLART-MÉHAIGNERIE,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle),Maillart-Méhaignerie,oui
1824,035-02,3,MARION,Victor,M.,ECO,Ecologistes,Marion,non
1825,035-02,4,CADIOU,Stéphanie,Mme,RN,Rassemblement National,Cadiou,non
1826,035-02,5,JAMBU,Marc-Antoine,M.,DSV,Droite souverainiste,Jambu,non
1827,035-02,6,CHAROTE,Jean-Pierre,M.,REC,Reconquête !,Charote,non
1828,035-02,7,DEFRANCE,Florence,Mme,DXG,Divers extrême gauche,Defrance,non
1829,035-02,8,EGRON,Maël,M.,REG,Régionaliste,Egron,non
1830,035-02,9,LAHAIS,Tristan,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Lahais,non
1831,035-02,10,BEN LAHCEN,Sofia,Mme,DIV,Divers,Ben Lahcen,non
1832,035-03,1,PLOQUIN,Matthieu,M.,DIV,Parti Pirate,Ploquin,non
1833,035-03,2,PRUNIER,Astrid,Mme,RN,Rassemblement National,Prunier,non
1834,035-03,3,MERLIERE,David,M.,REC,Reconquête !,Merliere,non
1835,035-03,4,PARMENTIER,Mélina,Mme,LR,Les Républicains,Parmentier,non
1836,035-03,5,BRETEL,Céline,Mme,ECO,Ecologistes,Bretel,non
1837,035-03,6,AMISSE,Jean-Louis,M.,DXG,Divers extrême gauche,Amisse,non
1838,035-03,7,FARAH,Karim,M.,DIV,Divers,Farah,non
1839,035-03,8,GUIHARD,Mathieu,M.,REG,Régionaliste,Guihard,non
1840,035-03,9,MARTINS,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle),Martins,non
1841,035-03,10,ROUAUX,Claudia,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Rouaux,oui
1842,035-04,1,HIGNET,Mathilde,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Hignet,non
1843,035-04,2,DEVRIENDT,Jocelyne,Mme,REG,Régionaliste,Devriendt,non
1844,035-04,3,OLIVIÉRO,Valérie,Mme,DSV,Droite souverainiste,Oliviéro,non
1845,035-04,4,LOHYN,Christian,M.,DXG,Divers extrême gauche,Lohyn,non
1846,035-04,5,TETAUD,Sarah,Mme,ECO,Ecologistes,Tetaud,non
1847,035-04,6,ORAIN,Gabriel,M.,RN,Rassemblement National,Orain,non
1848,035-04,7,PATAULT,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle),Patault,non
1849,035-04,8,CHIRAZI,Sandra,Mme,DXG,Divers extrême gauche,Chirazi,non
1850,035-04,9,BLEIVAS,Mireille,Mme,REC,Reconquête !,Bleivas,non
1851,035-04,10,DESMOULIN,Gil,M.,DVG,Divers gauche,Desmoulin,non
1852,035-04,11,BLATERON,Céline,Mme,REG,Régionaliste,Blateron,non
1853,035-04,12,HAUTIER,Ludovic,M.,DIV,Parti Pirate,Hautier,non
1854,035-04,13,FRANÇOIS,Jacques,M.,LR,Les Républicains,François,non
1855,035-05,1,RENAULT,Gilles,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Renault,non
1856,035-05,2,DELINE,Pamela,Mme,DIV,Divers,Deline,non
1857,035-05,3,DE BLIC,Marie,Mme,REC,Reconquête !,De Blic,non
