Rentrée scolaire,Académie,Code du département,Département,UAI,Nom de l'établissment,Code INSEE de la commune,Nom de la commune,Secteur,IPS_2022,Ecart-type de l'IPS_2022,IPS_2017,Ecart-type de l'IPS_2017,Ecart-type de l'IPS_2020,latitude,longitude
2021-2022,NORMANDIE,027,EURE,0271533V,COLLEGE LA COTE DES DEUX AMANTS,27493,ROMILLY SUR ANDELLE,public,101.4,33.1,103.4,,33.9,49.336137158411496,1.265279419981329
2021-2022,NORMANDIE,027,EURE,0271632C,COLLEGE MICHEL DE MONTAIGNE,27528,LE VAUDREUIL,public,96.2,37.8,104.3,,39.0,49.26025394931488,1.202804455265259
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280002A,COLLEGE JOACHIM DU BELLAY,28018,AUTHON DU PERCHE,public,95.4,30.0,90.9,,32.0,48.19631890593399,0.8890602365178351
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280016R,COLLEGE LA PAJOTTERIE,28089,CHATEAUNEUF EN THYMERAIS,public,109.9,34.2,109.8,,32.9,48.58346940345567,1.2432898560717205
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280658N,COLLEGE ALBERT CAMUS,28134,DREUX,public,96.8,34.9,97.8,,34.4,48.74037006183982,1.373229852095066
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280669A,COLLEGE PRIVE DELFEUILLE,28280,NOGENT LE ROTROU,privé sous contrat,104.2,33.5,106.8,,34.4,48.31905563899789,0.815429986896934
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280701K,COLLEGE VAL DE VOISE,28168,GALLARDON,public,116.7,30.3,114.2,,29.8,48.52476221770563,1.6853993874773154
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280741D,COLLEGE PRIVE SAINT FRANCOIS,28354,SAINT MAURICE SAINT GERMAIN,privé sous contrat,88.2,32.5,83.0,,29.3,48.49405647305437,1.0893901559957149
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280869T,COLLEGE JEAN MONNET,28214,LA LOUPE,public,94.5,31.3,95.6,,33.0,48.46375261119643,1.020529591906781
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280889P,COLLEGE MICHEL CHASLES,28140,EPERNON,public,115.1,37.3,118.1,,33.0,48.61121272315104,1.6739300592201167
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280903E,COLLEGE LOUIS ARSENE MEUNIER,28280,NOGENT LE ROTROU,public,94.8,37.6,101.8,,37.2,48.31582933478716,0.8163303032400587
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0280994D,COLLEGE PRIVE SAINT PIERRE SAINT PAUL,28134,DREUX,privé sous contrat,128.4,30.7,124.5,,31.8,48.73776535916131,1.374789391091056
2021-2022,ORLEANS-TOURS,028,EURE-ET-LOIR,0281060A,COLLEGE MARTIAL TAUGOURDEAU,28134,DREUX,public,98.3,36.4,92.9,,33.8,48.74240206211776,1.399099912029675
2021-2022,RENNES,029,FINISTERE,0290021R,COLLEGE DES DEUX BAIES,29023,CARANTEC,public,115.0,33.8,112.1,,33.4,48.662464309229776,-3.914229637069742
2021-2022,RENNES,029,FINISTERE,0290039K,COLLEGE ROZ AVEL,29067,GUERLESQUIN,public,95.0,28.7,100.8,,27.3,48.51690715786518,-3.5910531759025828
2021-2022,RENNES,029,FINISTERE,0290064M,COLLEGE RENE LAENNEC,29220,PONT L ABBE,public,109.9,33.5,108.4,,33.5,47.85830228180536,-4.235459453684794
2021-2022,RENNES,029,FINISTERE,0290089P,COLLEGE VAL D ELORN,29277,SIZUN,public,102.5,32.3,105.0,,31.3,48.40443808342389,-4.080700113235367
2021-2022,RENNES,029,FINISTERE,0290107J,COLLEGE JULES FERRY,29233,QUIMPERLE,public,101.5,34.3,104.6,,34.7,47.86933830022559,-3.547149817121224
2021-2022,RENNES,029,FINISTERE,0290131K,COLLEGE SAINT POL ROUX,29019,BREST,public,98.1,39.9,102.2,,40.1,48.37654048511871,-4.528969699852913
2021-2022,RENNES,029,FINISTERE,0290148D,COLLEGE JEAN JAURES,29081,HUELGOAT,public,104.0,31.7,98.7,,32.5,48.36072562467238,-3.7432302344053454
2021-2022,RENNES,029,FINISTERE,0290244H,COLLEGE PRIVE SAINT PIERRE,29020,BRIEC,privé sous contrat,106.3,32.6,104.8,,32.6,48.1026871228454,-3.995640457942786
2021-2022,RENNES,029,FINISTERE,0290247L,COLLEGE PRIVE SAINT TREMEUR,29024,CARHAIX PLOUGUER,privé sous contrat,92.6,25.4,96.9,,27.7,48.27421151380773,-3.57472939736602
2021-2022,RENNES,029,FINISTERE,0290293L,COLLEGE PRIVE SAINT JOSEPH,29185,PLOUESCAT,privé sous contrat,94.3,28.9,96.9,,27.2,48.65558991219206,-4.1721596959605245
2021-2022,RENNES,029,FINISTERE,0290304Y,COLLEGE PRIVE NOTRE DAME DE PENHORS,29225,POULDREUZIC,privé sous contrat,106.7,29.3,106.9,,29.2,47.955905276675736,-4.36174977070725
2021-2022,RENNES,029,FINISTERE,0290310E,COLLEGE PRIVE SAINT MICHEL,29241,ROSPORDEN,privé sous contrat,105.1,32.7,104.5,,32.3,47.95751305356263,-3.8335298635054302
2021-2022,RENNES,029,FINISTERE,0291591X,COLLEGE JEAN MARIE LE BRIS,29046,DOUARNENEZ,public,111.4,35.2,104.0,,34.8,48.08428736706104,-4.323969962146308
2021-2022,RENNES,029,FINISTERE,0291717J,COLLEGE PARC AR C HOAT YVES COTTY,29150,MOËLAN SUR MER,public,105.5,36.9,111.2,,35.1,47.817324315321166,-3.627810152160303
2021-2022,RENNES,029,FINISTERE,0291875F,COLLEGE PRIVE SAINT FRANCOIS NOTRE DAME,29124,LESNEVEN,privé sous contrat,108.0,30.7,109.1,,30.0,48.570059634303774,-4.324279555968532
2021-2022,RENNES,029,FINISTERE,0291880L,COLLEGE PRIVE LE LIKES LA SALLE,29232,QUIMPER,privé sous contrat,123.3,34.6,120.9,,36.1,47.99899844547772,-4.098449780242635
2021-2022,RENNES,029,FINISTERE,0291883P,COLLEGE PRIVE SAINTE URSULE,29259,SAINT POL DE LEON,privé sous contrat,111.7,35.4,105.7,,35.5,48.68230580897806,-3.983489354132853
2021-2022,RENNES,029,FINISTERE,0292055B,COLLEGE PRIVE DIWAN PENN AR BED,29235,LE RELECQ KERHUON,privé sous contrat,134.6,33.2,135.4,,33.5,48.398370710306494,-4.411429515621999
2021-2022,RENNES,029,FINISTERE,0292204N,COLLEGE PRIVE DIWAN JAKEZ RIOU,29232,QUIMPER,privé sous contrat,73.7,25.3,95.4,,32.3,47.988501804437725,-4.1242203590934166
2021-2022,MONTPELLIER,030,GARD,0300016E,COLLEGE DE LA REGORDANE,30130,GENOLHAC,public,102.7,34.0,103.2,,33.8,44.349591915242776,3.948580228872949
2021-2022,MONTPELLIER,030,GARD,0300020J,COLLEGE ANTOINE DEPARCIEUX,30159,LE MARTINET,public,86.2,30.1,76.9,,33.6,44.25283067599635,4.084640442265174
2021-2022,MONTPELLIER,030,GARD,0300037C,COLLEGE JEAN VILAR,30258,SAINT GILLES,public,84.9,30.8,80.7,,31.8,43.685516150351695,4.434667601331774
2021-2022,MONTPELLIER,030,GARD,0300099V,COLLEGE PRIVE SAINT JOSEPH,30227,SAINT AMBROIX,privé sous contrat,96.9,31.1,88.0,,31.5,44.25993934216559,4.198090396510346
2021-2022,MONTPELLIER,030,GARD,0300947S,COLLEGE ALPHONSE DAUDET,30007,ALES,public,81.2,31.7,82.1,,31.7,44.13529242355033,4.085849458058714
2021-2022,MONTPELLIER,030,GARD,0301283G,COLLEGE LOU REDOUNET,30334,UZES,public,107.8,35.9,107.3,,36.2,44.00891132145895,4.41480236211176
2021-2022,MONTPELLIER,030,GARD,0301327E,COLLEGE GERARD PHILIPE,30028,BAGNOLS SUR CEZE,public,104.6,38.2,102.1,,39.0,44.16182839770934,4.616229962459126
2021-2022,MONTPELLIER,030,GARD,0301356L,COLLEGE PRIVE EMMANUEL D ALZON,30189,NIMES,privé sous contrat,102.7,35.9,105.8,,36.2,43.83495507782886,4.371789901571651
2021-2022,MONTPELLIER,030,GARD,0301723K,COLLEGE THEODORE MONOD,30082,CLARENSAC,public,120.2,36.1,120.3,,35.5,43.82602883202418,4.230469408609545
2021-2022,MONTPELLIER,030,GARD,0301827Y,COLLEGE FEDERICO GARCIA LORCA,30034,BELLEGARDE,public,104.5,33.7,96.1,,33.7,43.75073188490058,4.497109612671308
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0310019C,COLLEGE LEON CAZENEUVE,31239,L ISLE EN DODON,public,90.4,30.8,95.9,,30.6,43.38001291543968,0.8325911625218061
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0310086A,COLLEGE GEORGE SAND,31555,TOULOUSE,public,69.0,23.7,67.9,,23.2,43.58810548390916,1.4087302727504742
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0310093H,COLLEGE MARCELIN BERTHELOT,31555,TOULOUSE,public,91.4,39.8,94.1,,39.3,43.58765098736702,1.443759389999192
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311111P,COLLEGE HUBERTINE AUCLERT,31555,TOULOUSE,public,89.7,35.9,92.6,,36.7,43.63741158490173,1.4698694752369998
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311160T,COLLEGE PRIVE SAINTE THERESE,31149,COLOMIERS,privé sous contrat,126.9,34.5,111.9,,35.2,43.6122444934065,1.3386605644560254
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311162V,COLLEGE PRIVE SAINTE GENEVIEVE,31490,SAINT JORY,privé sous contrat,113.2,34.8,108.1,,35.6,43.74109881681196,1.3698640015810677
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311237B,COLLEGE HENRI GUILLAUMET,31069,BLAGNAC,public,110.7,43.6,107.6,,43.2,43.63567736383504,1.3875593786393554
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311263E,COLLEGE DU BOIS DE LA BARTHE,31417,PIBRAC,public,135.1,36.1,133.3,,36.2,43.61783162396633,1.275750263559602
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311332E,COLLEGE ANATOLE FRANCE,31555,TOULOUSE,public,105.6,43.1,107.5,,42.3,43.58604418851777,1.4623697483346585
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311335H,COLLEGE JEAN GAY,31573,VERFEIL,public,128.7,31.1,131.3,,30.4,43.65970043542796,1.6653095391992585
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311630D,COLLEGE STENDHAL,31555,TOULOUSE,public,66.8,20.4,65.0,,22.0,43.578453422181546,1.4110490351957552
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311689T,COLLEGE ALBERT CAMUS,31584,VILLEMUR SUR TARN,public,105.5,33.8,103.0,,34.3,43.85875235880674,1.5046297005696212
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311721C,COLLEGE ALAIN SAVARY,31202,FRONTON,public,122.9,34.5,119.3,,34.9,43.834855180977634,1.3837100925265673
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311722D,COLLEGE ROMAIN ROLLAND,31488,SAINT JEAN,public,125.2,34.4,127.4,,33.8,43.66252574977303,1.5034202584098006
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312423R,COLLEGE FRANCOIS MITTERRAND,31182,FENOUILLET,public,106.5,38.9,106.1,,36.0,43.68818912340603,1.387929431280338
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312612W,COLLEGE GALILEE,31526,LA SALVETAT SAINT GILLES,public,120.5,39.6,118.3,,39.9,43.57117691649916,1.246749402392155
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312699R,COLLEGE CONDORCET,31396,NAILLOUX,public,113.8,37.1,116.2,,36.0,43.350689618845415,1.6263703532064258
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312700S,COLLEGE JEAN DIEUZAIDE,31410,PECHBONNIEU,public,127.5,33.9,127.7,,33.1,43.705531988373785,1.4613999079727615
2021-2022,TOULOUSE,031,HAUTE-GARONNE,0313045S,COLLEGE DE CINTEGABELLE,31145,CINTEGABELLE,public,105.4,35.4,,,,43.30551982403295,1.528577941874553
2021-2022,TOULOUSE,032,GERS,0320027F,COLLEGE D ARTAGNAN,32296,NOGARO,public,98.8,36.5,97.5,,34.2,43.75361162017827,-0.0286102302775285
2021-2022,TOULOUSE,032,GERS,0320562M,COLLEGE SALINIS,32013,AUCH,public,110.7,41.3,107.3,,39.7,43.64525419678124,0.5854205627275127
2021-2022,TOULOUSE,032,GERS,0320608M,COLLEGE SIMONE VEIL,32242,MASSEUBE,public,109.9,33.2,103.7,,31.4,43.42952824012337,0.5752696660163286
2021-2022,TOULOUSE,032,GERS,0320651J,COLLEGE PRIVE SAINT JOSEPH,32208,LECTOURE,privé sous contrat,121.3,34.1,111.9,,33.1,43.9341674636589,0.6189295520176435
2021-2022,TOULOUSE,032,GERS,0320740F,COLLEGE FRANCOISE HERITIER,32160,L ISLE JOURDAIN,public,123.3,36.4,,,36.7,43.60640611986727,1.0763105176510857
2021-2022,BORDEAUX,033,GIRONDE,0330066T,COLLEGE SAINT ANDRE,33063,BORDEAUX,public,131.8,35.3,130.3,,35.4,44.85551324102122,-0.6169555008848595
2021-2022,BORDEAUX,033,GIRONDE,0330081J,COLLEGE JULES CHAMBRELENT,33203,HOURTIN,public,108.5,33.3,101.1,,34.1,45.19053332213172,-1.0579884345420385
2021-2022,BORDEAUX,033,GIRONDE,0330083L,COLLEGE JULES FERRY,33227,LANGON,public,100.2,33.2,100.7,,33.0,44.549058059517634,-0.2528963752870986
2021-2022,BORDEAUX,033,GIRONDE,0330091V,COLLEGE LES DAGUEYS,33243,LIBOURNE,public,99.9,36.2,100.0,,34.9,44.94803294078376,-0.2425937084098374
2021-2022,BORDEAUX,033,GIRONDE,0330113U,COLLEGE JEAN MONNET,33389,SAINT CIERS SUR GIRONDE,public,97.3,32.1,94.4,,30.6,45.29361690568263,-0.6130145546808428
2021-2022,BORDEAUX,033,GIRONDE,0330128K,COLLEGE HENRI BRISSON,33522,TALENCE,public,127.9,36.7,125.9,,37.6,44.818707166798056,-0.5914161787171183
2021-2022,BORDEAUX,033,GIRONDE,0330129L,COLLEGE HENRI DHEURLE,33529,LA TESTE DE BUCH,public,108.4,33.6,108.0,,33.5,44.63231696550532,-1.1365346884966911
2021-2022,BORDEAUX,033,GIRONDE,0330138W,COLLEGE JEAN AVIOTTE,33198,GUITRES,public,99.0,32.2,101.8,,32.1,45.04162784600899,-0.1854610775202503
2021-2022,BORDEAUX,033,GIRONDE,0330163Y,COLLEGE ELIE FAURE,33402,SAINTE FOY LA GRANDE,public,85.5,34.4,85.8,,34.5,44.84251417619523,0.2031141996213855
2021-2022,BORDEAUX,033,GIRONDE,0331419N,COLLEGE GEORGES RAYET,33167,FLOIRAC,public,109.9,36.7,108.8,,36.2,44.84213862519376,-0.5151929469879545
2021-2022,BORDEAUX,033,GIRONDE,0331519X,COLLEGE PRIVE SAINT SEURIN,33063,BORDEAUX,privé sous contrat,139.5,26.6,130.9,,25.4,44.84356991674534,-0.5891708363573986
2021-2022,BORDEAUX,033,GIRONDE,0331524C,COLLEGE PRIVE JEAN J LATASTE,33081,CADILLAC,privé sous contrat,114.9,35.3,122.8,,30.8,44.63885973759442,-0.314639064630452
2021-2022,BORDEAUX,033,GIRONDE,0331619F,COLLEGE GEORGES LAPIERRE,33249,LORMONT,public,81.4,30.3,74.6,,32.4,44.87440703977014,-0.5223870666307535
2021-2022,BORDEAUX,033,GIRONDE,0331621H,COLLEGE HENRI DE NAVARRE,33138,COUTRAS,public,82.0,32.4,83.4,,31.0,45.04082038283991,-0.1186999130775871
2021-2022,BORDEAUX,033,GIRONDE,0331622J,COLLEGE FONTAINES DE MONJOUS,33192,GRADIGNAN,public,126.8,38.0,126.9,,36.6,44.77657522099806,-0.6061018410760983
2021-2022,BORDEAUX,033,GIRONDE,0331623K,COLLEGE ALOUETTE,33318,PESSAC,public,121.1,38.1,125.3,,37.3,44.80172118998038,-0.6683861199855397
2021-2022,BORDEAUX,033,GIRONDE,0331663D,COLLEGE CHEVERUS,33063,BORDEAUX,public,122.7,41.2,121.0,,40.9,44.83924225573894,-0.5758001082364536
2021-2022,BORDEAUX,033,GIRONDE,0331666G,COLLEGE ALIENOR D AQUITAINE,33498,SALLES,public,116.4,32.9,110.8,,33.6,44.54671732424039,-0.8818427080365963
2021-2022,BORDEAUX,033,GIRONDE,0331752A,COLLEGE MARCELIN BERTHELOT,33039,BEGLES,public,114.5,41.1,116.2,,40.4,44.80803893230587,-0.5669685273908109
2021-2022,BORDEAUX,033,GIRONDE,0331880P,COLLEGE PABLO NERUDA,33039,BEGLES,public,89.2,36.7,90.5,,37.0,44.79432703840805,-0.562499679237814
2021-2022,BORDEAUX,033,GIRONDE,0331885V,COLLEGE JEAN JAURES,33119,CENON,public,84.4,32.5,85.0,,32.1,44.86285258870648,-0.5166386585386282
2021-2022,BORDEAUX,033,GIRONDE,0332082J,COLLEGE EDOUARD VAILLANT,33063,BORDEAUX,public,87.2,36.4,89.0,,35.0,44.86446565216325,-0.5656659963993367
2021-2022,BORDEAUX,033,GIRONDE,0332085M,COLLEGE J AURIAC,33015,ARVEYRES,public,111.3,34.0,112.4,,34.1,44.88367397845113,-0.2849705177394503
2021-2022,BORDEAUX,033,GIRONDE,0332195G,COLLEGE VICTOR LOUIS,33522,TALENCE,public,102.9,38.7,101.9,,38.6,44.79915827220669,-0.592577907791748
2021-2022,BORDEAUX,033,GIRONDE,0332248P,COLLEGE PAUL ESQUINANCE,33352,LA REOLE,public,97.5,35.8,94.7,,34.7,44.584434934634295,-0.0305877466190269
2021-2022,BORDEAUX,033,GIRONDE,0332486Y,COLLEGE PRIVE SAINTE CLAIRE,33167,FLOIRAC,privé sous contrat,110.2,35.0,104.2,,32.9,44.8458261929978,-0.5132094572181384
2021-2022,BORDEAUX,033,GIRONDE,0333093H,COLLEGE LEONARD DE VINCI,33376,SAINT AUBIN DE MEDOC,public,137.0,32.2,134.5,,30.8,44.90581995271512,-0.7154560617884537
2021-2022,BORDEAUX,033,GIRONDE,0333108Z,COLLEGE JEAN MOULIN,33069,LE BOUSCAT,public,106.8,39.2,109.1,,40.4,44.86359738209601,-0.605114149566387
2021-2022,BORDEAUX,033,GIRONDE,0333213N,COLLEGE MARGUERITE DURAS,33243,LIBOURNE,public,88.6,33.9,87.4,,34.1,44.902582066380816,-0.2351327960773356
2021-2022,MONTPELLIER,034,HERAULT,0340021N,COLLEGE JULES FERRY,34069,CAZOULS LES BEZIERS,public,98.8,32.4,97.4,,34.7,43.38981544242731,3.1016801845991324
2021-2022,MONTPELLIER,034,HERAULT,0340031Z,COLLEGE FREDERIC MISTRAL,34145,LUNEL,public,78.6,31.1,78.4,,31.5,43.67193808342376,4.1239600014324616
2021-2022,MONTPELLIER,034,HERAULT,0340048T,COLLEGE CLEMENCE ROYER,34172,MONTPELLIER,public,111.4,44.1,129.2,,43.5,43.6153374834333,3.876039753678069
2021-2022,MONTPELLIER,034,HERAULT,0340110K,COLLEGE PIC SAINT LOUP,34247,SAINT CLEMENT DE RIVIERE,public,131.9,35.4,133.5,,34.7,43.68177733109853,3.847010560376156
2021-2022,MONTPELLIER,034,HERAULT,0340837A,COLLEGE JEAN BENE,34199,PEZENAS,public,101.1,38.2,99.8,,38.2,43.458583769507605,3.41668045008942
2021-2022,MONTPELLIER,034,HERAULT,0340869K,COLLEGE PRIVE PIC LA SALLE (PRIVE IMMACULEE CONCEPTION),34032,BEZIERS,privé sous contrat,124.6,34.1,115.8,,35.7,43.34624503891016,3.214089851927012
2021-2022,MONTPELLIER,034,HERAULT,0340872N,COLLEGE PRIVE FENELON,34032,BEZIERS,privé sous contrat,113.8,32.7,119.8,,32.1,43.34700666505527,3.213349383595536
2021-2022,MONTPELLIER,034,HERAULT,0340888F,COLLEGE PRIVE NOTRE DAME,34028,BEDARIEUX,privé sous contrat,91.9,27.3,92.7,,32.3,43.61421183932363,3.1575795311268093
2021-2022,MONTPELLIER,034,HERAULT,0340893L,COLLEGE PRIVE SAINT GUILHEM,34079,CLERMONT L HERAULT,privé sous contrat,116.0,33.7,116.1,,30.7,43.6136326650098,3.4609998937134603
2021-2022,MONTPELLIER,034,HERAULT,0340972X,COLLEGE VICTOR HUGO,34301,SETE,public,87.8,33.9,91.4,,33.8,43.40844495130583,3.7002494393949807
2021-2022,MONTPELLIER,034,HERAULT,0340974Z,COLLEGE EMMANUEL MAFFRE BAUGE,34194,PAULHAN,public,109.4,34.6,104.1,,35.7,43.54073173351679,3.4576405976300464
2021-2022,MONTPELLIER,034,HERAULT,0341065Y,COLLEGE JEAN MOULIN,34301,SETE,public,74.7,25.2,75.2,,27.4,43.41536548720445,3.6710800439238978
2021-2022,MONTPELLIER,034,HERAULT,0341066Z,COLLEGE JEAN PERRIN,34032,BEZIERS,public,79.8,29.1,81.5,,30.4,43.34328196373088,3.2393197678350987
2021-2022,MONTPELLIER,034,HERAULT,0341276C,COLLEGE LOUIS GERMAIN,34270,SAINT JEAN DE VEDAS,public,111.3,38.1,116.8,,36.6,43.579102368557145,3.8224604578016663
2021-2022,MONTPELLIER,034,HERAULT,0341364Y,COLLEGE GERARD PHILIPE,34172,MONTPELLIER,public,77.8,30.7,82.3,,30.2,43.59734339584085,3.88440958532924
2021-2022,MONTPELLIER,034,HERAULT,0341537L,COLLEGE FREDERIC MISTRAL,34198,PEROLS,public,119.1,35.9,111.4,,36.7,43.56125345069543,3.949769549233903
2021-2022,MONTPELLIER,034,HERAULT,0342012C,COLLEGI CALANDRETA LEON CORDAS (COLLEGE PRIVE),34172,MONTPELLIER,privé sous contrat,123.1,35.3,125.4,,35.1,43.64612340402126,3.8412000848096217
2021-2022,MONTPELLIER,034,HERAULT,0342077Y,COLLEGE RAY CHARLES,34095,FABREGUES,public,117.2,34.4,113.6,,34.0,43.56087378323733,3.789690074232544
2021-2022,MONTPELLIER,034,HERAULT,0342186S,COLLEGE MAX ROUQUETTE,34239,SAINT ANDRE DE SANGONIS,public,108.6,35.5,99.1,,36.1,43.6546699449442,3.497920222347313
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350003N,COLLEGE RENE CASSIN,35049,CANCALE,public,101.5,33.4,102.4,,32.2,48.68002805208035,-1.8560145107913544
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350044H,COLLEGE CHATEAUBRIAND,35288,SAINT MALO,public,89.2,33.2,88.8,,31.9,48.65055490209744,-2.005169458938391
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350051R,COLLEGE THEOPHILE BRIANT,35337,TINTENIAC,public,115.2,34.8,112.5,,33.9,48.32687020207564,-1.8433604919320492
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350708E,COLLEGE PAUL FEVAL,35095,DOL DE BRETAGNE,public,89.4,28.3,84.9,,28.2,48.53894707804135,-1.7654001329716966
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350760L,COLLEGE CLEUNAY,35238,RENNES,public,97.2,42.4,99.7,,42.3,48.098814254968495,-1.709250420726049
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350767U,COLLEGE PRIVE SAINT MAGLOIRE,35095,DOL DE BRETAGNE,privé sous contrat,102.6,30.6,100.8,,30.0,48.5512967188306,-1.7547498952236305
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350770X,COLLEGE PRIVE SAINTE MARIE,35115,FOUGERES,privé sous contrat,109.3,31.6,107.8,,31.2,48.34879634349696,-1.1962296673217507
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350773A,COLLEGE PRIVE CHOISY,35288,SAINT MALO,privé sous contrat,124.9,34.6,123.6,,35.0,48.659056079339656,-1.982499712770811
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350775C,COLLEGE PRIVE LE CLEU SAINT JOSEPH,35236,REDON,privé sous contrat,112.7,35.2,111.4,,35.1,47.65178225046413,-2.080470634345486
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350839X,COLLEGE PRIVE SAINT HELIER,35238,RENNES,privé sous contrat,129.3,33.6,119.3,,31.7,48.10323527620077,-1.6604394705236645
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350849H,COLLEGE PRIVE LA SALLE SAINT JOSEPH,35006,ARGENTRE DU PLESSIS,privé sous contrat,98.0,31.4,101.8,,29.7,48.056987957233,-1.1461697991988964
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350853M,COLLEGE PRIVE SAINT JOSEPH,35049,CANCALE,privé sous contrat,110.1,32.3,103.5,,29.8,48.67452938898222,-1.849639975899824
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350857S,COLLEGE PRIVE SAINT GILDUIN,35085,COMBOURG,privé sous contrat,114.0,33.9,111.2,,34.5,48.41143869982861,-1.7559699577360324
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350883V,COLLEGE PRIVE JEANNE D ARC,35257,MAEN ROCH,privé sous contrat,104.1,33.2,100.6,,30.1,48.40965812659731,-1.3640102532592795
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350885X,COLLEGE PRIVE JULIEN MAUNOIR,35271,SAINT GEORGES DE REINTEMBAULT,privé sous contrat,93.7,20.2,99.8,,22.5,48.50963197731026,-1.2417795209150162
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350887Z,COLLEGE PRIVE NOTRE DAME,35297,SAINT MEEN LE GRAND,privé sous contrat,104.5,33.3,107.1,,30.3,48.18991503661489,-2.1883405890972463
2021-2022,RENNES,035,ILLE-ET-VILAINE,0350889B,COLLEGE PRIVE SACRE COEUR,35288,SAINT MALO,privé sous contrat,114.6,36.6,111.2,,35.0,48.63333521927198,-2.0187000311734407
2021-2022,RENNES,035,ILLE-ET-VILAINE,0351053E,COLLEGE JEAN MONNET,35136,JANZE,public,107.6,35.0,103.5,,34.2,47.9614021425062,-1.4990496544832856
2021-2022,RENNES,035,ILLE-ET-VILAINE,0351791G,COLLEGE LOUIS GUILLOUX,35188,MONTFORT SUR MEU,public,109.0,36.1,109.3,,36.2,48.14035705261184,-1.9624793856846217
2021-2022,RENNES,035,ILLE-ET-VILAINE,0351850W,COLLEGE CAMILLE GUERIN,35297,SAINT MEEN LE GRAND,public,98.0,31.8,95.8,,33.5,48.19094226128248,-2.191779488347398
2021-2022,RENNES,035,ILLE-ET-VILAINE,0352069J,COLLEGE PRIVE SAINT VINCENT PROVIDENCE,35238,RENNES,privé sous contrat,133.6,35.8,133.4,,36.2,48.11363570912166,-1.6651100452186145
2021-2022,RENNES,035,ILLE-ET-VILAINE,0352071L,COLLEGE PRIVE JOSEPHINE BAKHITA,35238,RENNES,privé sous contrat,80.4,26.4,82.9,,26.5,48.09384402862993,-1.6672943520074563
2021-2022,RENNES,035,ILLE-ET-VILAINE,0352183H,COLLEGE MATHURIN MEHEUT,35173,MELESSE,public,125.7,32.8,123.1,,34.6,48.217550623336045,-1.7015301621720638
2021-2022,RENNES,035,ILLE-ET-VILAINE,0352691K,COLLEGE ANDREE RECIPON,35208,ORGERES,public,115.2,36.1,119.3,,35.3,48.002837465005314,-1.6687005114684557
2021-2022,RENNES,035,ILLE-ET-VILAINE,0352957Z,COLLEGE GAËL TABURET,35176,GUIPRY MESSAC,public,105.3,30.1,,,,47.82481520668784,-1.8078692161585903
2021-2022,RENNES,035,ILLE-ET-VILAINE,0353036K,COLLEGE PRIVE SAINTE MARIE,35241,LA RICHARDAIS,privé sous contrat,115.4,31.9,,,,48.60579607809361,-2.048276368186533
